Share Symbol,Name,Number of transaction,Max Price,Min Price,Closing Price,Difference,Traded Shares,Traded Amount,Previous Closing,Percent Difference,Date
NTC,Nepal Doorsanchar Company Limited,183,Rs. 970.0,Rs. 950.0,Rs. 950.0,-11.9,15518,14805206.6,961.9,-1.24,"12 December, 2024"
NTC,Nepal Doorsanchar Company Limited,287,Rs. 969.0,Rs. 937.9,Rs. 942.0,-8.0,23470,22116807.5,950.0,-0.84,"16 December, 2024"
NTC,Nepal Doorsanchar Company Limited,198,Rs. 949.9,Rs. 937.0,Rs. 946.0,4.0,12083,11415648.2,942.0,0.42,"17 December, 2024"
NTC,Nepal Doorsanchar Company Limited,205,Rs. 952.0,Rs. 940.0,Rs. 942.0,-4.0,13557,12790791.3,946.0,-0.42,"18 December, 2024"
NTC,Nepal Doorsanchar Company Limited,335,Rs. 950.0,Rs. 930.0,Rs. 937.0,-5.0,23427,21860665.2,942.0,-0.53,"19 December, 2024"
NTC,Nepal Doorsanchar Company Limited,443,Rs. 973.0,Rs. 942.0,Rs. 943.0,6.0,41267,39170901.8,937.0,0.64,"22 December, 2024"
NTC,Nepal Doorsanchar Company Limited,277,Rs. 954.0,Rs. 925.0,Rs. 942.2,-0.8,19818,18662075.5,943.0,-0.08,"23 December, 2024"
NTC,Nepal Doorsanchar Company Limited,214,Rs. 952.0,Rs. 939.0,Rs. 943.0,0.8,15851,15021487.5,942.2,0.08,"24 December, 2024"
NTC,Nepal Doorsanchar Company Limited,254,Rs. 950.0,Rs. 943.0,Rs. 949.0,6.0,22193,21007270.0,943.0,0.64,"26 December, 2024"
NTC,Nepal Doorsanchar Company Limited,406,Rs. 962.0,Rs. 951.0,Rs. 960.3,11.3,35783,34250243.0,949.0,1.19,"29 December, 2024"
NTC,Nepal Doorsanchar Company Limited,322,Rs. 965.0,Rs. 950.1,Rs. 952.1,-8.2,24290,23209218.2,960.3,-0.85,"31 December, 2024"
NTC,Nepal Doorsanchar Company Limited,586,Rs. 971.1,Rs. 948.0,Rs. 949.9,-2.2,59232,56381814.5,952.1,-0.23,"01 January, 2025"
NTC,Nepal Doorsanchar Company Limited,526,Rs. 931.0,Rs. 916.0,Rs. 919.0,-30.9,33053,30392148.2,949.9,-3.25,"02 January, 2025"
NTC,Nepal Doorsanchar Company Limited,298,Rs. 920.0,Rs. 905.0,Rs. 912.0,-7.0,24125,21967715.7,919.0,-0.76,"05 January, 2025"
